Remove the first two lines,,
origin,destination,price
ORD,LHR,7984.57
ORD,MAD,6968.05
ORD,MAN,7445.41
OSL,AAL,2066.6
OSL,HEL,5615.77
OSL,TXL,1673.16
OTP,TXL,3733
OUL,HEL,1141.41
PEK,HEL,6197.55
PHL,LHR,6169.77
PHX,LHR,2934.32
PNA,MAD,2575.24
PRG,HEL,7706.96
PVG,HEL,5734
RDU,LHR,2240.03
RIX,HEL,2940.02
RVN,HEL,8892.89
SAN,LHR,9001.98
SEA,LHR,6013.45
SFO,LHR,7749.3
SIN,HEL,1752.56
SJU,JFK,2501.35
SOF,TXL,9009.94
SVL,HEL,1898.35
SVO,HEL,4420.07
SVX,HEL,4060.82
SYD,HKG,8053.49
SZG,DUS,3451.75
SZG,HAM,8626.7
SZG,TXL,9626.66
TAY,HEL,1851.88
TKU,HEL,9495.8
TLL,BMA,3974.26
TLL,HEL,8933.98
TLV,HEL,8180.24
TMP,HEL,3769.41
TPA,LGW,5343.18
TXL,ARN,5147.05
TXL,CPH,7822.79
TXL,CTA,8520.37
TXL,GOT,8618.1
TXL,HEL,5089.08
TXL,OSL,5254.25
TXL,OTP,607.69
TXL,SOF,935.32
TXL,SZG,9329.47
UME,BMA,1594.54
VAA,HEL,7254.95
VGO,MAD,4413.41
VIE,ARN,4887.62
VIE,CPH,5006.48
VIE,HEL,8104.54
VLC,MAD,7890.43
VNO,HEL,9259.98
VRK,SVL,3652.73
WAW,HEL,6792.67
YUL,JFK,7615.26
YUL,LHR,6099.62
YVR,LHR,3328.54
YYC,LHR,7268.2
YYZ,JFK,2366.8
YYZ,LHR,8975.98
ZRH,HEL,2238.81
ZRH,LIS,5027.51
AAL,AMS,5707.19
ABJ,CDG,8194.12
ABZ,CDG,6955.78
ACC,FCO,9035.01
AES,AMS,9528.42
AGP,FCO,7660.31
AHO,LIN,9697.04
AJA,LYS,7022.17
AJA,MRS,3104.41
AJA,NCE,352.68
ALG,FCO,9611.37
AMM,FCO,6441.54
AMS,AAL,6664.36
AMS,AES,8217.54
AMS,ARN,953.8
AMS,BGO,6999.51
AMS,BLL,2168.32
AMS,BLQ,1089.66
AMS,BRE,4543.55
AMS,BRS,3495.75
AMS,CGN,1998.81
AMS,CPH,8794.05
AMS,CPT,1646.48
AMS,CWL,649.5
AMS,DUS,881
AMS,DXB,7826.11
AMS,FCO,2141.76
AMS,FLR,3296.91
AMS,GLA,882.58
AMS,HAJ,3040.34
AMS,HAM,6693.75
AMS,HEL,6052.03
AMS,HUY,4511.62
AMS,KRS,9153.42
AMS,LBA,8492.2
AMS,LIM,2118.78
AMS,LIN,9108.99
AMS,MME,3575.51
AMS,MSE,5900.86
AMS,NBO,126.06
AMS,NWI,3830.28
AMS,PTY,6846.86
AMS,SVG,2062.14
AMS,TRD,7862.87
AMS,TRF,7280.38
AMS,TXL,9296.14
AMS,VCE,444.5
AOI,FCO,4299.43
ARN,AMS,1309.78
ARN,CDG,5772.36
ATH,FCO,8279.05
ATH,LCA,4015.39
AUH,BAH,3112.99
AUH,BKK,8244.52
AUH,CGK,3838.7
AUH,CMB,1794.83
AUH,FCO,1980.91
AUH,JNB,1261.15
AUH,KRT,4393.06
AUH,KUL,6458.08
AUH,MCT,4743.59
AUH,MEL,6558.61
AUH,MLE,7641.7
AUH,MXP,4422.76
AUH,NBO,1114.33
AUH,SEZ,7659.27
AUH,SIN,869.18
AUH,SYD,5264.14
BAH,AUH,6582.09
BAY,OTP,6601.88
BCM,BGY,3971.56
BCN,FCO,3610.11
BCN,LIN,8056.56
BCN,PMI,888.26
BCN,TFN,3409.74
BDS,FCO,9303.5
BDS,LIN,9882.56
BEG,FCO,1032.91
BEG,MXP,9877.52
BES,CDG,2139.3
BEY,FCO,9844.48
BEY,MXP,9299.39
BGO,AMS,5200.49
BGY,BCM,8486.75
BGY,KIV,2280.63
BIA,MRS,2401.17
BIA,NCE,6820.88
BIO,CDG,415.88
BIO,FCO,9241.68
BKK,AUH,4787.11
BKK,CDG,8804.44
BLL,AMS,1610.17
BLL,CDG,8377.57
BLQ,AMS,4909.56
BLQ,CDG,682.88
BLQ,CTA,7026.1
BLQ,FCO,1768.81
BLQ,IAS,5434.79
BLQ,LIS,3965.98
BLQ,SVO,1028.3
BOD,CDG,5731.59
BOD,FCO,9198.88
BOS,CDG,7208.18
BOS,FCO,427.46
BRE,AMS,9516.86
BRE,CDG,8065.85
BRI,FCO,2476.07
BRI,LIN,6696.14
BRI,TRN,4806.05
BRS,AMS,171.59
BRU,FCO,4540.26
BRU,LIN,228.15
BUD,FCO,1486.69
BZO,FCO,9147.07
CAG,FCO,6229.72
CAG,LIN,5965.42
CAI,FCO,6733.09
CAI,MXP,9971.19
CBG,GVA,9990.38
CBG,MXP,8886.27
CCS,FCO,6456
CDG,ABJ,4437.61
CDG,ABZ,8735.03
CDG,ARN,7454.53
CDG,BES,8047.72
CDG,BIO,867.42
CDG,BKK,804.43
CDG,BLL,1439.05
CDG,BLQ,9041.93
CDG,BOD,666.24
CDG,BOS,3407.45
CDG,BRE,6251.2
CDG,CFE,6229.91
CDG,CPH,5784.82
CDG,DKR,3641.13
CDG,DTW,3328.75
CDG,DUB,9654.74
CDG,DUS,5454.4
CDG,DXB,5937.07
CDG,EDI,4353.88
CDG,FCO,8706.28
CDG,FLR,4962.15
CDG,GOA,150.38
CDG,GOT,5011.03
CDG,HAJ,8353.75
CDG,HAM,2499.08
CDG,HAN,1462.17
CDG,HKG,8222.65
CDG,IAD,9663.27
CDG,IAH,3427.42
CDG,JFK,1984.01
CDG,JNB,6947.94
CDG,LAX,6230.13
CDG,LIM,6576.27
CDG,LIN,4678.42
CDG,LIS,185.57
CDG,MAN,3622.11
CDG,MEX,6824.9
CDG,MIA,8535.09
CDG,MPL,7722.76
CDG,MRS,1615.2
CDG,NAP,6229.2
CDG,NCL,272.38
CDG,NTE,2716.73
CDG,NUE,1115
CDG,ORD,9763.73
CDG,OSL,7828.33
CDG,PRG,9784.78
CDG,PSA,8554.84
CDG,PUF,2975.55
CDG,PUJ,2719.7
CDG,RNS,3877.23
CDG,SCL,2069.07
CDG,SEA,4238.68
CDG,SFO,7582.31
CDG,SGN,9801.64
CDG,SIN,1970.09
CDG,STR,6372.68
CDG,SXM,1720.42
CDG,TLS,2601.52
CDG,TRN,4565.78
CDG,TXL,1106.24
CDG,VCE,2846.52
CDG,VGO,5923.63
CDG,VRN,300.75
CDG,YUL,5841.38
CDG,YYZ,9304.74
CFE,CDG,9802.42
CGK,AUH,4579.07
CGN,AMS,47.18
CLJ,OTP,5491.73
CLY,MRS,9162.28
CLY,NCE,3971.85
CMB,AUH,3706.84
CMB,FCO,7174.61
CMN,FCO,67.92
CPH,AMS,5994.82
CPH,CDG,8950.74
CPH,FCO,6222.02
CPT,AMS,9630.77
CRA,FCO,9293.56
CTA,BLQ,5018.41
CTA,FCO,1008.32
CTA,GOA,2225.16
CTA,LIN,9458.69
CTA,MXP,8827.78
CTA,NAP,1490.17
CTA,PSA,431.89
CTA,TRN,4185.93
CTA,VCE,7034.5
CTA,VRN,2312.31
CWL,AMS,6928.13
DEL,FCO,7072.25
DEL,TPE,6927.95
DKR,CDG,6466.24
DTW,CDG,2975.68
DUB,CDG,2993.81
DUB,LCY,3737.82
DUS,AMS,8957.82
DUS,CDG,3806.1
DXB,AMS,4996.43
DXB,CDG,8396.03
EDI,CDG,7919
EVN,FCO,6182.63
EZE,FCO,8097
FCO,AGP,6496.1
FCO,ALG,9751.77
FCO,AMM,2882.6
FCO,AMS,30.35
FCO,AOI,6008.21
FCO,ATH,827.9
FCO,AUH,9053.59
FCO,BCN,3919.57
FCO,BDS,8458.8
FCO,BEG,1496.69
FCO,BEY,4457.69
FCO,BIO,4856.85
FCO,BLQ,3032.11
FCO,BOD,9392.04
FCO,BOS,9026.94
FCO,BRI,8218.42
FCO,BRU,3457.83
FCO,BUD,9054.02
FCO,BZO,4582.32
FCO,CAG,4585.08
FCO,CAI,2833.47
FCO,CCS,6175.44
FCO,CDG,8638.74
FCO,CMB,1569.89
FCO,CMN,9257.14
FCO,CPH,4337.79
FCO,CRA,5446.13
FCO,CTA,9483.55
FCO,DEL,7361.78
FCO,EVN,642.13
FCO,EZE,9509.52
FCO,FLR,9602.66
FCO,FRA,2174.71
FCO,GIG,6167.83
FCO,GOA,9860.33
FCO,GRU,7842.89
FCO,GVA,4241.42
FCO,GYD,2579.77
FCO,IAS,6146.92
FCO,ICN,6676.73
FCO,IKA,3081.83
FCO,IST,4383.51
FCO,JFK,6591.54
FCO,KBP,7638.31
FCO,KIV,3882.92
FCO,KIX,5597.07
FCO,LCY,5160.73
FCO,LED,1592.26
FCO,LHR,4402.42
FCO,LIN,2002.92
FCO,LIS,5412.06
FCO,LOS,7304.12
FCO,LUX,3906.3
FCO,LYS,9069.51
FCO,MAD,4035.39
FCO,MIA,9573.43
FCO,MLA,5237.91
FCO,MPL,7567.1
FCO,MRS,1112.65
FCO,MUC,7769.97
FCO,MXP,3511.01
FCO,NAP,2943.75
FCO,NCE,7167.73
FCO,NRT,8351.45
FCO,OPO,717.03
FCO,ORN,6136
FCO,ORY,1240.82
FCO,OTP,2794.85
FCO,PMO,3816.55
FCO,PRG,3864.6
FCO,PSA,6602.17
FCO,PVG,4681.55
FCO,REG,6695.07
FCO,RIX,2908.76
FCO,SOF,8262.92
FCO,SUF,2157.49
FCO,SVO,6746.46
FCO,SVX,6299.02
FCO,SXB,2320.79
FCO,TBS,3891.98
FCO,TGD,9446.81
FCO,TIA,8271
FCO,TIP,3447.4
FCO,TLS,3681.49
FCO,TLV,8422.19
FCO,TPS,8195.27
FCO,TRN,1960.33
FCO,TRS,5043.32
FCO,TSR,7953.74
FCO,TUN,3406.02
FCO,VCE,7327.48
FCO,VIE,2883.86
FCO,VLC,8864.1
FCO,VRN,7360.05
FCO,WAW,7151.1
FCO,YYZ,9694.72
FCO,ZRH,1060.43
FLR,AMS,181.37
FLR,CDG,3569.38
FLR,FCO,6883.17
FLR,GVA,4034.59
FLR,LCY,6677.06
FRA,FCO,9294.13
FRA,HAN,8391.57
FRA,LIN,8083.89
FRA,SGN,3810.93
FSC,MRS,5696.31
FSC,NCE,3557.66
GIG,FCO,6789.25
GLA,AMS,4975.2
GOA,CDG,466.1
GOA,CTA,52.55
GOA,FCO,9300.93
GOT,CDG,421.28
GRU,FCO,3079.03
GVA,CBG,3837.46
GVA,FCO,8370.7
GVA,FLR,2270.58
GYD,FCO,8974.83
GYD,MXP,9815.94
HAJ,AMS,816.51
HAJ,CDG,4399.21
HAM,AMS,4024.94
HAM,CDG,1140.86
HAN,CDG,9692.59
HAN,FRA,3734.65
HEL,AMS,7334.19
HKG,CDG,4823.15
HUY,AMS,5728.32
IAD,CDG,7575.32
IAH,CDG,754.68
IAS,BLQ,1280.23
IAS,FCO,2146.11
IAS,OTP,6284.9
IAS,TRN,7451.24
IBZ,MAD,4716.33
ICN,MXP,7060.07
IKA,FCO,4126.21
IST,FCO,6643.77
JFK,CDG,8164.97
JFK,FCO,5193.11
JFK,MEX,560.88
JFK,MXP,8913.75
JFK,YUL,8957.84
JFK,YYZ,8323.18
JNB,AUH,9773.25
JNB,CDG,8295.92
KBP,FCO,6122.22
KIV,BGY,888.53
KIV,FCO,4053.82
KIV,VCE,2461.28
KIX,FCO,6191.52
KRS,AMS,3506.87
KRT,AUH,6992.74
KUL,AUH,9039.31
LAX,CDG,4166.87
LBA,AMS,6601.92
LCA,ATH,8969.99
LCG,MAD,1815.96
LCY,DUB,7656.38
LCY,FCO,6594.47
LCY,FLR,2181.92
LCY,LIN,4692.97
LED,FCO,6095.33
LHR,FCO,24.41
LHR,LIN,8116.75
LIM,AMS,1159.26
LIM,CDG,5870.96
LIN,AHO,9121.91
LIN,AMS,6147.38
LIN,BCN,7192.7
LIN,BDS,886.77
LIN,BRI,3941.7
LIN,BRU,2008.91
LIN,CAG,8278.88
LIN,CDG,4500.91
LIN,CTA,2953.7
LIN,FCO,7339.74
LIN,FRA,7221.01
LIN,LCY,5175.44
LIN,LHR,3443.45
LIN,NAP,3796.56
LIN,ORY,7875.24
LIN,OTP,3333.52
LIN,PMO,6696.13
LIN,PSR,729.36
LIN,REG,5527.1
LIN,SUF,107.81
LIN,TRS,978.76
LIN,VIE,8147.37
LIS,BLQ,8254.21
LIS,CDG,115.99
LIS,FCO,7924.39
LIS,MXP,4024.97
LIS,VCE,3754.05
LOS,ACC,6958.18
LPA,MAD,1295.69
LUX,FCO,6540.56
LUX,MXP,808.46
LYS,AJA,7734.07
LYS,FCO,8184.06
LYS,MXP,659.3
LYS,TLS,3260.82
MAD,FCO,9119.5
MAD,FUE,4604.53
MAD,LCG,1824.7
MAD,LPA,7942.6
MAD,MEX,7260.45
MAD,PMI,9620.43
MAD,TFN,2122.91
MAD,VGO,4336.17
MAN,CDG,2941.31
MCT,AUH,6013.15
MEL,AUH,7105.03
MEX,CDG,2429.2
MEX,JFK,7565.97
MEX,MAD,1347
MEX,MIA,2636.2
MIA,CDG,6597.18
MIA,FCO,4638.55
MIA,MEX,3730.64
MLA,FCO,7380.5
MLE,AUH,3560.37
MME,AMS,5598.63
MPL,CDG,5615.67
MPL,FCO,2410.79
MRS,AJA,8660.98
MRS,BIA,7574.62
MRS,CDG,151.47
MRS,CLY,4057.71
MRS,FCO,1306.05
MRS,FSC,1024.41
MRS,MXP,613.56
MRS,VCE,8753.83
MSE,AMS,6214.49
MUC,FCO,5185.54
MXP,AUH,3049.59
MXP,BEG,722.78
MXP,BEY,891.91
MXP,CAI,9378.57
MXP,CBG,9041.77
MXP,CTA,9920.91
MXP,FCO,7909.48
MXP,GYD,5357.39
MXP,JFK,1645.22
MXP,LIS,9804.15
MXP,LUX,1619.52
MXP,LYS,2088.91
MXP,MRS,5790.44
MXP,NRT,4273.68
MXP,NTE,769.5
MXP,OPO,7764.16
MXP,RIX,3976.32
MXP,SOF,9732.71
MXP,SVO,4288.92
MXP,TIA,2136.82
NAP,CDG,1587.38
NAP,CTA,5460.13
NAP,FCO,8364.28
NAP,LIN,2284.92
NAP,PMO,6469.1
NAP,TRN,9175.25
NAP,TRS,1851.75
NBO,AMS,1473.95
NBO,AUH,1418.25
NCE,AJA,7978.31
NCE,BIA,2685.22
NCE,CLY,810.88
NCE,FCO,1846.6
NCE,FSC,6583.44
NCL,CDG,860.98
NRT,FCO,1924.35
NRT,MXP,5357.19
NTE,CDG,5928.4
NTE,MXP,49.41
NUE,CDG,7041.18
NWI,AMS,4236.15
OMR,OTP,1146.48
OPO,FCO,7878.09
OPO,MXP,3421.31
ORD,CDG,6371.69
ORN,FCO,7422.37
ORY,FCO,592.71
ORY,LIN,5746.15
OSL,CDG,5763.26
OTP,BAY,9809.17
OTP,CLJ,3735.42
OTP,FCO,2883.51
OTP,IAS,2981.01
OTP,LIN,6500.22
OTP,OMR,7283.2
OTP,TSR,4399.88
PMI,BCN,8853.58
PMI,MAD,5706.19
PMI,VLC,726.61
PMO,FCO,9360.66
PMO,LIN,1706.4
PMO,NAP,379.24
PMO,TRN,3185.72
PMO,VCE,6369.8
PRG,CDG,4917.58
PRG,FCO,7871.19
PRG,PSA,802.74
PRG,VCE,3459.39
PSA,CDG,6803.05
PSA,CTA,9658.23
PSA,FCO,762.98
PSA,PRG,9397.59
PSA,TIA,651.95
PSR,LIN,4266.9
PTY,AMS,7792.22
PUF,CDG,5572.65
PUJ,CDG,3180.32
PVG,FCO,5413.73
REG,FCO,6367.54
REG,LIN,3390.63
REG,TRN,9167
RIX,FCO,3130.04
RIX,MXP,3089.76
RNS,CDG,9646.95
SCL,CDG,9765
SEA,CDG,5933.55
SEZ,AUH,4630.16
SFO,CDG,6018.95
SGN,CDG,4380.2
SGN,FRA,2128.44
SIN,AUH,4979.72
SIN,CDG,7407.57
SIP,SVO,1996.47
SOF,FCO,6188.43
SOF,MXP,7886.23
STR,CDG,3579.47
SUF,FCO,8806.16
SUF,LIN,3847.18
SUF,TRN,4632.58
SUF,VCE,3039.54
SUJ,OTP,9984.3
SVG,AMS,9389.98
SVO,BLQ,1765.84
SVO,FCO,249.14
SVO,MXP,5529.81
SVO,VCE,3941.94
SVX,FCO,6368.86
SXB,FCO,6747.57
SXM,CDG,9673.05
SYD,AUH,75.68
TBS,FCO,3853.4
TFN,MAD,7621.92
TGD,FCO,8340.37
TIA,FCO,2072.64
TIA,MXP,3524.17
TIA,PSA,8352.7
TIP,FCO,7999.78
TLS,CDG,1093.34
TLS,FCO,6238.03
TLS,LYS,9519.46
TLS,VCE,2557.77
TLV,FCO,8224.97
TPE,DEL,6162.26
TPS,FCO,1930.36
TRD,AMS,3366.97
TRF,AMS,440.07
TRN,BRI,5167.54
TRN,CDG,6676.71
TRN,CTA,5086.79
TRN,FCO,8587.78
TRN,IAS,9410.78
TRN,NAP,7318.48
TRN,PMO,495.9
TRN,REG,4185.08
TRN,SUF,336.79
TRS,FCO,6363.28
TRS,LIN,1806.07
TRS,NAP,687.63
TSR,FCO,1409.24
TSR,OTP,6430.07
TUN,FCO,2439.37
TXL,AMS,5775.62
TXL,CDG,4544.97
VCE,AMS,5119.86
VCE,CDG,6996.16
VCE,CTA,8633.2
VCE,FCO,3512.26
VCE,KIV,6797.02
VCE,LIS,729.19
VCE,MRS,1614.1
VCE,PMO,3088.37
VCE,PRG,1592.91
VCE,SUF,9238.83
VCE,SVO,8543.07
VCE,TLS,7125.51
VGO,CDG,7299.16
VGO,MAD,8065.94
VIE,FCO,4293.03
VIE,LIN,6407.51
VLC,FCO,9272.73
VLC,PMI,8617.62
VRN,CDG,7225.27
VRN,CTA,6528.72
VRN,FCO,8433.04
WAW,FCO,309.79
YUL,CDG,308.98
YUL,JFK,1669.64
YYZ,CDG,7178.74
YYZ,FCO,4717.25
YYZ,JFK,4252.2
ZRH,FCO,1372.88
AER,MSQ,5937.4
AMS,MSQ,8480.95
ARN,MSQ,8491.47
ASB,MSQ,6146.81
AUH,MSQ,8622.14
BCN,MSQ,8627.97
BEG,BUD,9862.53
BEY,MSQ,122.02
BUD,BEG,5473.39
BUD,MSQ,2832.57
BUS,MSQ,4011.69
CDG,MSQ,8242.62
DME,MSQ,5333.1
EVN,MSQ,4533.82
FCO,MSQ,907.31
FRA,MSQ,2770.91
GYD,MSQ,9694.04
HAJ,MSQ,9350.02
HEL,MSQ,9314.34
IKA,MSQ,6483.12
IST,MSQ,1708.72
KBP,MSQ,3620.26
KGD,MSQ,1232.79
KUF,MSQ,1697.9
KUT,MSQ,7948.16
LCA,MSQ,8900.92
LED,MSQ,6807.04
LGW,MSQ,9102.79
MSQ,AER,6939.18
MSQ,AMS,9957.41
MSQ,ARN,9135.63
MSQ,ASB,1774.1
MSQ,AUH,9148.61
MSQ,BCN,4968.91
MSQ,BEY,4513.92
MSQ,BUD,1036
MSQ,BUS,4636.8
MSQ,CDG,636.56
MSQ,DME,1639.15
MSQ,EVN,44.78
MSQ,FCO,2639.26
MSQ,FRA,3066.18
MSQ,GYD,1674.92
MSQ,HAJ,2529.79
MSQ,HEL,5473.27
MSQ,IKA,7033.96
MSQ,IST,1025.86
MSQ,KBP,537.34
MSQ,KGD,7699.41
MSQ,KUF,7335.02
MSQ,KUT,6281.33
MSQ,LCA,6357.77
MSQ,LED,879.24
MSQ,LGW,2408.57
MSQ,MXP,9327
MSQ,OVB,2170.11
MSQ,PRG,6493
MSQ,RIX,6550.23
MSQ,SVX,5495.95
MSQ,SXF,8178.41
MSQ,TBS,1502.34
MSQ,TLV,8915.34
MSQ,TSE,5373.83
MSQ,VIE,7139.54
MSQ,WAW,1283.94
MXP,MSQ,7977.58
OVB,MSQ,4565.01
PRG,MSQ,8403.47
RIX,MSQ,8057.33
SVX,MSQ,5847.86
SXF,MSQ,2549.81
TBS,MSQ,2881.5
TLV,MSQ,8688.79
TSE,MSQ,5002.55
VIE,MSQ,1749.37
WAW,MSQ,889.34
BKK,CCU,6910.65
CCU,BKK,4834.95
CCU,PBH,2613.3
PBH,CCU,9356.97
ABQ,JFK,7631.94
AUA,BOS,2793.16
AUA,JFK,8850.74
AUS,BOS,7311.11
AUS,FLL,121.29
AUS,JFK,4703.09
AUS,LGB,371.48
AUS,MCO,6483.4
AUS,SFO,4234.86
AZS,JFK,1178.51
BDA,JFK,2250.91
BDL,FLL,7763.28
BDL,MCO,1199.71
BDL,PBI,9441.69
BDL,RSW,7576.26
BDL,SJU,5267.28
BDL,TPA,143.44
BGI,JFK,6788.17
BOG,FLL,4854.66
BOG,MCO,111.67
BOS,AUA,181.23
BOS,AUS,9985.46
BOS,BUF,1157.19
BOS,BWI,7239.57
BOS,CHS,2625.03
BOS,CLT,1584.87
BOS,CUN,2210.32
BOS,DCA,6492.2
BOS,DEN,8633.6
BOS,DFW,878.04
BOS,EWR,8004.52
BOS,FLL,7612.07
BOS,GCM,9168.91
BOS,HOU,8607.18
BOS,IAD,1474.72
BOS,JAX,1354.72
BOS,JFK,3411.43
BOS,LAS,603.19
BOS,LAX,5823.99
BOS,LGB,465.28
BOS,MBJ,7644.81
BOS,MCO,1211.14
BOS,NAS,4669.15
BOS,ORD,7410
BOS,PBI,89.97
BOS,PHL,6459.24
BOS,PHX,3065.31
BOS,PIT,943.02
BOS,PLS,5773.55
BOS,PUJ,4777.99
BOS,RDU,9787.38
BOS,RIC,1104.56
BOS,RSW,7939.37
BOS,SAN,3342.41
BOS,SDQ,142.63
BOS,SEA,4926.25
BOS,SFO,5489.16
BOS,SJC,7542.74
BOS,SJU,5247.48
BOS,SRQ,1789.88
BOS,STI,5760.28
BOS,STT,9701.15
BOS,SXM,4037.68
BOS,TPA,8394.41
BQN,JFK,1538.37
BQN,MCO,8568.66
BTV,JFK,1922.85
BUF,BOS,6245.94
BUF,FLL,9643.29
BUF,JFK,8491.19
BUF,MCO,3060.75
BUF,RSW,5604.24
BUR,JFK,9962.41
BWI,BOS,762.83
CHS,BOS,6463.54
CHS,JFK,9302.35
CLT,BOS,800.22
CLT,JFK,6961.86
CTG,JFK,8353.27
CUN,BOS,2237.53
CUN,FLL,1655.23
CUN,JFK,5679.65
CUN,MCO,2345.96
DCA,BOS,8616.63
DCA,FLL,7157.24
DCA,MCO,7121.18
DCA,SJU,3942.12
DCA,TPA,1169.12
DEN,BOS,4798.55
DEN,JFK,9.15
DFW,BOS,84.72
DFW,DXB,2313.05
DXB,DFW,2792.69
DXB,IAD,1113.45
DXB,IAH,5645.33
DXB,JFK,9439.51
DXB,LAX,2228.82
DXB,MXP,2502.53
DXB,SEA,2863.71
DXB,SFO,9257.16
EWR,BOS,1304.61
EWR,FLL,7300.35
EWR,MCO,3385.54
EWR,PBI,8995.48
EWR,RSW,1095.35
EWR,SJU,9724.68
EWR,TPA,9508.56
FLL,AUS,1698.11
FLL,BDL,4849.58
FLL,BOG,2394.18
FLL,BOS,1154.17
FLL,BUF,3187.14
FLL,CUN,6528.95
FLL,DCA,1768.77
FLL,EWR,8352.09
FLL,HPN,2799.16
FLL,JFK,3261.05
FLL,KIN,1063.36
FLL,LAX,1871.37
FLL,LGA,6549.53
FLL,MDE,77.19
FLL,NAS,2570.87
FLL,ORH,9543.56
FLL,PVD,2100.41
FLL,RDU,549.49
FLL,RIC,8176.97
FLL,SDQ,3968.42
FLL,SFO,9021.21
FLL,SJO,7686.4
FLL,SJU,7326.47
FLL,SWF,4592.84
GCM,BOS,7141.38
GCM,JFK,4335.98
HOU,BOS,6320.71
HOU,JFK,2991.44
HPN,FLL,7378.37
HPN,MCO,7550.27
HPN,PBI,3069.84
HPN,RSW,2660.7
HPN,TPA,1258.4
IAD,BOS,1501.53
IAD,DXB,1000.5
IAD,JFK,8671.54
IAD,LGB,1321.77
IAD,OAK,4574.78
IAH,DXB,8250.67
JAX,BOS,721.3
JAX,JFK,1596.7
JAX,SJU,4732.11
JFK,ABQ,5085.56
JFK,AUA,5770.61
JFK,AUS,3257.39
JFK,AZS,9103.54
JFK,BDA,1141.53
JFK,BGI,8236
JFK,BOS,4415.15
JFK,BQN,4446.5
JFK,BTV,3367.77
JFK,BUF,9572.99
JFK,BUR,4656.93
JFK,CHS,4415.96
JFK,CLT,5369.74
JFK,CTG,4335.53
JFK,CUN,5479.77
JFK,DEN,9942.67
JFK,DXB,7452.61
JFK,FLL,8685.76
JFK,GCM,5355.15
JFK,HOU,9859.16
JFK,IAD,9211.53
JFK,JAX,2588.14
JFK,KIN,544.13
JFK,LAS,72.63
JFK,LAX,489.96
JFK,LGB,8916.66
JFK,LIR,27.34
JFK,LRM,9781.86
JFK,MBJ,1791.9
JFK,MCO,7239.04
JFK,MXP,9790.7
JFK,NAS,9508.25
JFK,OAK,1910.84
JFK,ORD,6160.04
JFK,PBI,1737.53
JFK,PDX,7819.98
JFK,PHX,4309.56
JFK,PLS,9512.04
JFK,POP,185.57
JFK,PSE,7584.04
JFK,PUJ,1758.27
JFK,PWM,8068.14
JFK,RDU,1556.81
JFK,ROC,6169.76
JFK,RSW,8598.07
JFK,SAN,6128.94
JFK,SDQ,4497.3
JFK,SEA,1328.3
JFK,SFO,5021.03
JFK,SJC,3532.52
JFK,SJU,4698.96
JFK,SLC,427.86
JFK,SMF,9944.37
JFK,SRQ,3878.85
JFK,STI,5168.91
JFK,SXM,8625.67
JFK,SYR,1500.84
JFK,TPA,9722.43
JFK,UVF,8998.56
KIN,FLL,756.54
KIN,JFK,1827.54
LAS,BOS,2359.96
LAS,JFK,9550.44
LAS,LGB,7181.14
LAX,BOS,1564.17
LAX,DXB,764.12
LAX,FLL,3010.72
LAX,JFK,9407.07
LGA,FLL,1887.65
LGA,MCO,3065.77
LGA,PBI,2418.67
LGA,RSW,3456.36
LGA,SRQ,1108.59
LGA,TPA,2352.48
LGB,AUS,515.73
LGB,BOS,5944.19
LGB,IAD,8113.38
LGB,JFK,1481.76
LGB,LAS,7951.2
LGB,OAK,2448.03
LGB,PDX,7275.43
LGB,SEA,6200.14
LGB,SFO,7247.66
LGB,SLC,7681.25
LGB,SMF,4325.61
LIR,JFK,775.46
LRM,JFK,9782.15
MBJ,BOS,8625.54
MBJ,JFK,5324
MBJ,MCO,9834.81
MCO,AUS,8962.94
MCO,BDL,8836.72
MCO,BOG,8917.79
MCO,BOS,4693.01
MCO,BQN,54.03
MCO,BUF,3463.03
MCO,CUN,1232.09
MCO,DCA,2479.31
MCO,EWR,4685.69
MCO,HPN,9514.6
MCO,JFK,9948.7
MCO,LGA,3435.87
MCO,MBJ,5050.58
MCO,NAS,5856.26
MCO,ORH,6707.07
MCO,PSE,5635.28
MCO,PVD,6245.57
MCO,RIC,1287.12
MCO,SDQ,4016.11
MCO,SJO,7832.08
MCO,SJU,9232.19
MCO,SWF,5836.16
MCO,SYR,6069.94
MDE,FLL,8522.16
MXP,DXB,1422.64
MXP,JFK,7796.22
NAS,BOS,7497.35
NAS,FLL,9932.13
NAS,JFK,7474.61
NAS,MCO,6426.89
OAK,IAD,2860.35
OAK,JFK,5901.93
OAK,LGB,1307.42
ORD,BOS,8026.22
ORD,JFK,1032.42
ORH,FLL,5370.59
ORH,MCO,280.39
PBI,BDL,7639.1
PBI,BOS,1534.16
PBI,EWR,5034.5
PBI,HPN,9856.52
PBI,JFK,6523.93
PBI,LGA,2664.72
PBI,SJU,7737.29
PDX,JFK,9498.59
PDX,LGB,1119.86
PHL,BOS,4480.2
PHX,BOS,9640.95
PHX,JFK,9819.42
PIT,BOS,9516.04
PLS,BOS,6406.36
PLS,JFK,2748.94
POP,JFK,4639.7
PSE,JFK,248.59
PSE,MCO,3378.95
PUJ,BOS,7848.02
PUJ,JFK,2555.97
PUJ,SJU,8178.52
PVD,FLL,6378.23
PVD,MCO,2841.97
PWM,JFK,3160.39
RDU,BOS,1432.98
RDU,FLL,9179.36
